eta_D,eta_H,d_cap,h_cap,best_Gini,n_feasible,Variant,Instance
0.03,0.05,1400.190961,240.79387499999999,0.0844,15,No-EQ,rc103_21
0.05,0.05,1427.379135,240.79387499999999,0.084,38,No-EQ,rc103_21
0.1,0.05,1495.34957,240.79387499999999,0.0658,60,No-EQ,rc103_21
0.0,0.0,1229.2248,226.2572,,0,No-EQ,rc104_21
0.01,0.0,1241.517048,226.2572,,0,No-EQ,rc104_21
0.03,0.0,1266.101544,226.2572,,0,No-EQ,rc104_21
0.05,0.0,1290.68604,226.2572,,0,No-EQ,rc104_21
0.1,0.0,1352.1472800000001,226.2572,,0,No-EQ,rc104_21
0.0,0.05,1229.2248,237.57006,,0,No-EQ,rc104_21
0.01,0.05,1241.517048,237.57006,0.0965,3,No-EQ,rc104_21
0.03,0.05,1266.101544,237.57006,0.0965,6,No-EQ,rc104_21
0.05,0.05,1290.68604,237.57006,0.0696,19,No-EQ,rc104_21
0.1,0.05,1352.1472800000001,237.57006,0.0532,41,No-EQ,rc104_21
0.0,0.0,241.2964,181.0422,0.0407,10,No-EQ,rc105C5
0.01,0.0,243.709364,181.0422,0.0407,10,No-EQ,rc105C5
0.03,0.0,248.535292,181.0422,0.0407,10,No-EQ,rc105C5
0.05,0.0,253.36122,181.0422,0.0407,10,No-EQ,rc105C5
0.1,0.0,265.42604,181.0422,0.0407,10,No-EQ,rc105C5
0.0,0.05,241.2964,190.09431,0.0407,10,No-EQ,rc105C5
0.01,0.05,243.709364,190.09431,0.0407,10,No-EQ,rc105C5
0.03,0.05,248.535292,190.09431,0.0407,10,No-EQ,rc105C5
0.05,0.05,253.36122,190.09431,0.0407,10,No-EQ,rc105C5
0.1,0.05,265.42604,190.09431,0.0407,10,No-EQ,rc105C5
0.0,0.0,1463.6343,223.0789,,0,No-EQ,rc105_21
0.01,0.0,1478.270643,223.0789,,0,No-EQ,rc105_21
0.03,0.0,1507.543329,223.0789,,0,No-EQ,rc105_21
0.05,0.0,1536.816015,223.0789,,0,No-EQ,rc105_21
0.1,0.0,1609.99773,223.0789,0.0721,1,No-EQ,rc105_21
0.0,0.05,1463.6343,234.23284500000003,,0,No-EQ,rc105_21
0.01,0.05,1478.270643,234.23284500000003,0.0979,3,No-EQ,rc105_21
0.03,0.05,1507.543329,234.23284500000003,0.0769,10,No-EQ,rc105_21
0.05,0.05,1536.816015,234.23284500000003,0.0602,17,No-EQ,rc105_21
0.1,0.05,1609.99773,234.23284500000003,0.0602,22,No-EQ,rc105_21
0.0,0.0,1423.8041,226.1042,,0,No-EQ,rc106_21
0.01,0.0,1438.0421410000001,226.1042,,0,No-EQ,rc106_21
0.03,0.0,1466.518223,226.1042,0.0901,2,No-EQ,rc106_21
0.05,0.0,1494.9943050000002,226.1042,0.0849,4,No-EQ,rc106_21
0.1,0.0,1566.1845100000003,226.1042,0.0603,7,No-EQ,rc106_21
0.0,0.05,1423.8041,237.40941,,0,No-EQ,rc106_21
0.01,0.05,1438.0421410000001,237.40941,0.0884,3,No-EQ,rc106_21
0.03,0.05,1466.518223,237.40941,0.0856,13,No-EQ,rc106_21
0.05,0.05,1494.9943050000002,237.40941,0.0697,23,No-EQ,rc106_21
0.1,0.05,1566.1845100000003,237.40941,0.0591,33,No-EQ,rc106_21
0.0,0.0,1267.2562,225.5817,,0,No-EQ,rc107_21
0.01,0.0,1279.928762,225.5817,,0,No-EQ,rc107_21
0.03,0.0,1305.2738860000002,225.5817,,0,No-EQ,rc107_21
0.05,0.0,1330.6190100000001,225.5817,,0,No-EQ,rc107_21
0.1,0.0,1393.9818200000002,225.5817,,0,No-EQ,rc107_21
0.0,0.05,1267.2562,236.86078500000002,,0,No-EQ,rc107_21
0.01,0.05,1279.928762,236.86078500000002,0.0674,6,No-EQ,rc107_21
0.03,0.05,1305.2738860000002,236.86078500000002,0.0475,33,No-EQ,rc107_21
0.05,0.05,1330.6190100000001,236.86078500000002,0.0356,43,No-EQ,rc107_21
0.1,0.05,1393.9818200000002,236.86078500000002,0.0356,48,No-EQ,rc107_21
0.0,0.0,345.9273,205.4908,,0,No-EQ,rc108C10
0.01,0.0,349.386573,205.4908,,0,No-EQ,rc108C10
0.03,0.0,356.305119,205.4908,,0,No-EQ,rc108C10
0.05,0.0,363.22366500000004,205.4908,,0,No-EQ,rc108C10
0.1,0.0,380.52003,205.4908,,0,No-EQ,rc108C10
0.0,0.05,345.9273,215.76534,0.1477,10,No-EQ,rc108C10
0.01,0.05,349.386573,215.76534,0.1477,10,No-EQ,rc108C10
0.03,0.05,356.305119,215.76534,0.1477,10,No-EQ,rc108C10
0.05,0.05,363.22366500000004,215.76534,0.1477,10,No-EQ,rc108C10
0.1,0.05,380.52003,215.76534,0.1477,10,No-EQ,rc108C10
0.0,0.0,378.3555,219.2006,,0,No-EQ,rc108C15
0.01,0.0,382.139055,219.2006,,0,No-EQ,rc108C15
0.03,0.0,389.706165,219.2006,,0,No-EQ,rc108C15
0.05,0.0,397.273275,219.2006,,0,No-EQ,rc108C15
0.1,0.0,416.19105,219.2006,0.0163,10,No-EQ,rc108C15
0.0,0.05,378.3555,230.16063000000003,,0,No-EQ,rc108C15
0.01,0.05,382.139055,230.16063000000003,,0,No-EQ,rc108C15
0.03,0.05,389.706165,230.16063000000003,0.031,10,No-EQ,rc108C15
0.05,0.05,397.273275,230.16063000000003,0.0204,20,No-EQ,rc108C15
0.1,0.05,416.19105,230.16063000000003,0.0163,40,No-EQ,rc108C15
0.0,0.0,253.9307,216.3119,0.0929,10,No-EQ,rc108C5
0.01,0.0,256.470007,216.3119,0.0929,10,No-EQ,rc108C5
0.03,0.0,261.548621,216.3119,0.0929,10,No-EQ,rc108C5
0.05,0.0,266.627235,216.3119,0.0929,10,No-EQ,rc108C5
0.1,0.0,279.32377,216.3119,0.0929,10,No-EQ,rc108C5
0.0,0.05,253.9307,227.127495,0.0929,10,No-EQ,rc108C5
0.01,0.05,256.470007,227.127495,0.0929,10,No-EQ,rc108C5
0.03,0.05,261.548621,227.127495,0.0929,10,No-EQ,rc108C5
0.05,0.05,266.627235,227.127495,0.0929,10,No-EQ,rc108C5
0.1,0.05,279.32377,227.127495,0.0929,10,No-EQ,rc108C5
0.0,0.0,1182.6983,228.5417,,0,No-EQ,rc108_21
0.01,0.0,1194.525283,228.5417,,0,No-EQ,rc108_21
0.03,0.0,1218.179249,228.5417,,0,No-EQ,rc108_21
0.05,0.0,1241.833215,228.5417,,0,No-EQ,rc108_21
0.1,0.0,1300.9681300000002,228.5417,,0,No-EQ,rc108_21
0.0,0.05,1182.6983,239.968785,,0,No-EQ,rc108_21
0.01,0.05,1194.525283,239.968785,0.0525,1,No-EQ,rc108_21
0.03,0.05,1218.179249,239.968785,0.0411,22,No-EQ,rc108_21
0.05,0.05,1241.833215,239.968785,0.0215,38,No-EQ,rc108_21
0.1,0.05,1300.9681300000002,239.968785,0.0173,44,No-EQ,rc108_21
0.0,0.0,412.8614,806.0416,0.0,10,No-EQ,rc201C10
0.01,0.0,416.99001400000003,806.0416,0.0,10,No-EQ,rc201C10
0.03,0.0,425.247242,806.0416,0.0,10,No-EQ,rc201C10
0.05,0.0,433.50447,806.0416,0.0,10,No-EQ,rc201C10
0.1,0.0,454.14754000000005,806.0416,0.0,10,No-EQ,rc201C10
0.0,0.05,412.8614,846.3436800000001,0.0,10,No-EQ,rc201C10
0.01,0.05,416.99001400000003,846.3436800000001,0.0,10,No-EQ,rc201C10
0.03,0.05,425.247242,846.3436800000001,0.0,10,No-EQ,rc201C10
0.05,0.05,433.50447,846.3436800000001,0.0,10,No-EQ,rc201C10
0.1,0.05,454.14754000000005,846.3436800000001,0.0,10,No-EQ,rc201C10
0.0,0.0,1447.6807,905.864,,0,No-EQ,rc201_21
0.01,0.0,1462.157507,905.864,,0,No-EQ,rc201_21
0.03,0.0,1491.111121,905.864,,0,No-EQ,rc201_21
0.05,0.0,1520.064735,905.864,,0,No-EQ,rc201_21
0.1,0.0,1592.44877,905.864,,0,No-EQ,rc201_21
0.0,0.05,1447.6807,951.1572000000001,,0,No-EQ,rc201_21
0.01,0.05,1462.157507,951.1572000000001,,0,No-EQ,rc201_21
0.03,0.05,1491.111121,951.1572000000001,0.0184,13,No-EQ,rc201_21
0.05,0.05,1520.064735,951.1572000000001,0.0097,29,No-EQ,rc201_21
0.1,0.05,1592.44877,951.1572000000001,0.0091,56,No-EQ,rc201_21
0.0,0.0,394.3871,839.2022,0.0989,8,No-EQ,rc202C15
0.01,0.0,398.330971,839.2022,0.0989,8,No-EQ,rc202C15
0.03,0.0,406.218713,839.2022,0.0989,8,No-EQ,rc202C15
0.05,0.0,414.106455,839.2022,0.0989,8,No-EQ,rc202C15
0.1,0.0,433.82581,839.2022,0.0989,10,No-EQ,rc202C15
0.0,0.05,394.3871,881.1623099999999,0.0989,8,No-EQ,rc202C15
0.01,0.05,398.330971,881.1623099999999,0.0989,8,No-EQ,rc202C15
0.03,0.05,406.218713,881.1623099999999,0.0989,8,No-EQ,rc202C15
0.05,0.05,414.106455,881.1623099999999,0.0989,8,No-EQ,rc202C15
0.1,0.05,433.82581,881.1623099999999,0.0989,10,No-EQ,rc202C15
0.0,0.0,1243.3291,879.7107,,0,No-EQ,rc202_21
0.01,0.0,1255.762391,879.7107,,0,No-EQ,rc202_21
0.03,0.0,1280.6289729999999,879.7107,,0,No-EQ,rc202_21
0.05,0.0,1305.495555,879.7107,,0,No-EQ,rc202_21
0.1,0.0,1367.66201,879.7107,,0,No-EQ,rc202_21
0.0,0.05,1243.3291,923.696235,,0,No-EQ,rc202_21
0.01,0.05,1255.762391,923.696235,,0,No-EQ,rc202_21
0.03,0.05,1280.6289729999999,923.696235,,0,No-EQ,rc202_21
0.05,0.05,1305.495555,923.696235,0.0643,2,No-EQ,rc202_21
0.1,0.05,1367.66201,923.696235,0.0479,26,No-EQ,rc202_21
0.0,0.0,1085.4009,885.698,,0,No-EQ,rc203_21
0.01,0.0,1096.254909,885.698,,0,No-EQ,rc203_21
0.03,0.0,1117.962927,885.698,,0,No-EQ,rc203_21
0.05,0.0,1139.670945,885.698,0.0347,1,No-EQ,rc203_21
0.1,0.0,1193.9409900000003,885.698,0.0225,5,No-EQ,rc203_21
0.0,0.05,1085.4009,929.9829,,0,No-EQ,rc203_21
0.01,0.05,1096.254909,929.9829,0.0288,4,No-EQ,rc203_21
0.03,0.05,1117.962927,929.9829,0.0213,25,No-EQ,rc203_21
0.05,0.05,1139.670945,929.9829,0.0213,53,No-EQ,rc203_21
0.1,0.05,1193.9409900000003,929.9829,0.0213,71,No-EQ,rc203_21
0.0,0.0,382.2226,676.3649,,0,No-EQ,rc204C15
0.01,0.0,386.044826,676.3649,,0,No-EQ,rc204C15
0.03,0.0,393.689278,676.3649,,0,No-EQ,rc204C15
0.05,0.0,401.33373,676.3649,,0,No-EQ,rc204C15
0.1,0.0,420.44486,676.3649,,0,No-EQ,rc204C15
0.0,0.05,382.2226,710.1831450000001,,0,No-EQ,rc204C15
0.01,0.05,386.044826,710.1831450000001,,0,No-EQ,rc204C15
0.03,0.05,393.689278,710.1831450000001,,0,No-EQ,rc204C15
0.05,0.05,401.33373,710.1831450000001,0.0,4,No-EQ,rc204C15
0.1,0.05,420.44486,710.1831450000001,0.0,14,No-EQ,rc204C15
0.0,0.0,176.394,758.0555,,0,No-EQ,rc204C5
0.01,0.0,178.15794,758.0555,,0,No-EQ,rc204C5
0.03,0.0,181.68582,758.0555,,0,No-EQ,rc204C5
0.05,0.0,185.21370000000002,758.0555,0.0,10,No-EQ,rc204C5
0.1,0.0,194.03340000000003,758.0555,0.0,10,No-EQ,rc204C5
0.0,0.05,176.394,795.9582750000001,0.0,8,No-EQ,rc204C5
0.01,0.05,178.15794,795.9582750000001,0.0,8,No-EQ,rc204C5
0.03,0.05,181.68582,795.9582750000001,0.0,10,No-EQ,rc204C5
0.05,0.05,185.21370000000002,795.9582750000001,0.0,20,No-EQ,rc204C5
0.1,0.05,194.03340000000003,795.9582750000001,0.0,20,No-EQ,rc204C5
0.0,0.0,892.2999,839.4786,,0,No-EQ,rc204_21
0.01,0.0,901.222899,839.4786,,0,No-EQ,rc204_21
0.03,0.0,919.068897,839.4786,,0,No-EQ,rc204_21
0.05,0.0,936.914895,839.4786,,0,No-EQ,rc204_21
0.1,0.0,981.52989,839.4786,0.0919,1,No-EQ,rc204_21
0.0,0.05,892.2999,881.45253,,0,No-EQ,rc204_21
0.01,0.05,901.222899,881.45253,0.1413,1,No-EQ,rc204_21
0.03,0.05,919.068897,881.45253,0.0695,26,No-EQ,rc204_21
0.05,0.05,936.914895,881.45253,0.0524,42,No-EQ,rc204_21
0.1,0.05,981.52989,881.45253,0.0173,78,No-EQ,rc204_21
0.0,0.0,325.9774,656.2938,,0,No-EQ,rc205C10
0.01,0.0,329.237174,656.2938,,0,No-EQ,rc205C10
0.03,0.0,335.756722,656.2938,,0,No-EQ,rc205C10
0.05,0.0,342.27627,656.2938,,0,No-EQ,rc205C10
0.1,0.0,358.57514000000003,656.2938,0.1764,10,No-EQ,rc205C10
0.0,0.05,325.9774,689.1084900000001,0.1291,10,No-EQ,rc205C10
0.01,0.05,329.237174,689.1084900000001,0.1291,10,No-EQ,rc205C10
0.03,0.05,335.756722,689.1084900000001,0.1291,10,No-EQ,rc205C10
0.05,0.05,342.27627,689.1084900000001,0.1291,10,No-EQ,rc205C10
0.1,0.05,358.57514000000003,689.1084900000001,0.1291,20,No-EQ,rc205C10
0.0,0.0,1177.1917,888.1664,,0,No-EQ,rc205_21
0.01,0.0,1188.963617,888.1664,,0,No-EQ,rc205_21
0.03,0.0,1212.5074510000002,888.1664,0.0783,2,No-EQ,rc205_21
0.05,0.0,1236.0512850000002,888.1664,0.0783,2,No-EQ,rc205_21
0.1,0.0,1294.9108700000002,888.1664,0.0408,10,No-EQ,rc205_21
0.0,0.05,1177.1917,932.57472,0.0894,1,No-EQ,rc205_21
0.01,0.05,1188.963617,932.57472,0.0894,5,No-EQ,rc205_21
0.03,0.05,1212.5074510000002,932.57472,0.0763,16,No-EQ,rc205_21
0.05,0.05,1236.0512850000002,932.57472,0.0365,26,No-EQ,rc205_21
0.1,0.05,1294.9108700000002,932.57472,0.0365,41,No-EQ,rc205_21
0.0,0.0,1099.032,818.8112,,0,No-EQ,rc206_21
0.01,0.0,1110.02232,818.8112,,0,No-EQ,rc206_21
0.03,0.0,1132.00296,818.8112,,0,No-EQ,rc206_21
0.05,0.0,1153.9836,818.8112,,0,No-EQ,rc206_21
0.1,0.0,1208.9352000000001,818.8112,,0,No-EQ,rc206_21
0.0,0.05,1099.032,859.75176,,0,No-EQ,rc206_21
0.01,0.05,1110.02232,859.75176,,0,No-EQ,rc206_21
0.03,0.05,1132.00296,859.75176,0.0772,2,No-EQ,rc206_21
0.05,0.05,1153.9836,859.75176,0.0737,7,No-EQ,rc206_21
0.1,0.05,1208.9352000000001,859.75176,0.023,19,No-EQ,rc206_21
0.0,0.0,996.624,828.7634,,0,No-EQ,rc207_21
0.01,0.0,1006.59024,828.7634,,0,No-EQ,rc207_21
0.03,0.0,1026.5227200000002,828.7634,,0,No-EQ,rc207_21
0.05,0.0,1046.4552,828.7634,,0,No-EQ,rc207_21
0.1,0.0,1096.2864000000002,828.7634,,0,No-EQ,rc207_21
0.0,0.05,996.624,870.2015700000001,,0,No-EQ,rc207_21
0.01,0.05,1006.59024,870.2015700000001,,0,No-EQ,rc207_21
0.03,0.05,1026.5227200000002,870.2015700000001,0.0207,3,No-EQ,rc207_21
0.05,0.05,1046.4552,870.2015700000001,0.0146,8,No-EQ,rc207_21
0.1,0.05,1096.2864000000002,870.2015700000001,0.0137,24,No-EQ,rc207_21
0.0,0.0,167.9835,406.0384,0.0,10,No-EQ,rc208C5
0.01,0.0,169.663335,406.0384,0.0,10,No-EQ,rc208C5
0.03,0.0,173.02300499999998,406.0384,0.0,10,No-EQ,rc208C5
0.05,0.0,176.382675,406.0384,0.0,10,No-EQ,rc208C5
0.1,0.0,184.78185000000002,406.0384,0.0,10,No-EQ,rc208C5
0.0,0.05,167.9835,426.34032,0.0,10,No-EQ,rc208C5
0.01,0.05,169.663335,426.34032,0.0,10,No-EQ,rc208C5
0.03,0.05,173.02300499999998,426.34032,0.0,10,No-EQ,rc208C5
0.05,0.05,176.382675,426.34032,0.0,10,No-EQ,rc208C5
0.1,0.05,184.78185000000002,426.34032,0.0,10,No-EQ,rc208C5
0.0,0.0,837.6624,744.7378,,0,No-EQ,rc208_21
0.01,0.0,846.039024,744.7378,,0,No-EQ,rc208_21
0.03,0.0,862.792272,744.7378,,0,No-EQ,rc208_21
0.05,0.0,879.5455200000001,744.7378,,0,No-EQ,rc208_21
0.1,0.0,921.4286400000001,744.7378,0.0659,1,No-EQ,rc208_21
0.0,0.05,837.6624,781.97469,,0,No-EQ,rc208_21
0.01,0.05,846.039024,781.97469,,0,No-EQ,rc208_21
0.03,0.05,862.792272,781.97469,0.0376,8,No-EQ,rc208_21
0.05,0.05,879.5455200000001,781.97469,0.0244,16,No-EQ,rc208_21
0.1,0.05,921.4286400000001,781.97469,0.0236,29,No-EQ,rc208_21
