eta_D,eta_H,d_cap,h_cap,best_Gini,n_feasible,Variant,Instance
0.01,0.05,1135.640869,232.01335500000002,0.0701,3,FULL,r107_21
0.03,0.05,1158.128807,232.01335500000002,0.0501,19,FULL,r107_21
0.05,0.05,1180.616745,232.01335500000002,0.0358,59,FULL,r107_21
0.1,0.05,1236.8365900000001,232.01335500000002,0.0168,239,FULL,r107_21
0.0,0.0,1050.6852,220.6741,,0,FULL,r108_21
0.01,0.0,1061.1920519999999,220.6741,,0,FULL,r108_21
0.03,0.0,1082.2057559999998,220.6741,,0,FULL,r108_21
0.05,0.0,1103.21946,220.6741,,0,FULL,r108_21
0.1,0.0,1155.75372,220.6741,,0,FULL,r108_21
0.0,0.05,1050.6852,231.707805,,0,FULL,r108_21
0.01,0.05,1061.1920519999999,231.707805,0.0715,1,FULL,r108_21
0.03,0.05,1082.2057559999998,231.707805,0.0289,21,FULL,r108_21
0.05,0.05,1103.21946,231.707805,0.0216,60,FULL,r108_21
0.1,0.05,1155.75372,231.707805,0.0154,154,FULL,r108_21
0.0,0.0,1211.5773,221.2367,,0,FULL,r109_21
0.01,0.0,1223.693073,221.2367,,0,FULL,r109_21
0.03,0.0,1247.924619,221.2367,,0,FULL,r109_21
0.05,0.0,1272.1561649999999,221.2367,,0,FULL,r109_21
0.1,0.0,1332.73503,221.2367,,0,FULL,r109_21
0.0,0.05,1211.5773,232.29853500000002,,0,FULL,r109_21
0.01,0.05,1223.693073,232.29853500000002,0.0957,4,FULL,r109_21
0.03,0.05,1247.924619,232.29853500000002,0.062,28,FULL,r109_21
0.05,0.05,1272.1561649999999,232.29853500000002,0.0352,95,FULL,r109_21
0.1,0.05,1332.73503,232.29853500000002,0.022,251,FULL,r109_21
0.0,0.0,1103.2221,217.8927,,0,FULL,r110_21
0.01,0.0,1114.254321,217.8927,,0,FULL,r110_21
0.03,0.0,1136.318763,217.8927,,0,FULL,r110_21
0.05,0.0,1158.383205,217.8927,,0,FULL,r110_21
0.1,0.0,1213.54431,217.8927,,0,FULL,r110_21
0.0,0.05,1103.2221,228.787335,,0,FULL,r110_21
0.01,0.05,1114.254321,228.787335,0.0782,1,FULL,r110_21
0.03,0.05,1136.318763,228.787335,0.0505,23,FULL,r110_21
0.05,0.05,1158.383205,228.787335,0.0413,62,FULL,r110_21
0.1,0.05,1213.54431,228.787335,0.0264,203,FULL,r110_21
0.0,0.0,1117.4328,220.7518,,0,FULL,r111_21
0.01,0.0,1128.607128,220.7518,,0,FULL,r111_21
0.03,0.0,1150.955784,220.7518,,0,FULL,r111_21
0.05,0.0,1173.30444,220.7518,,0,FULL,r111_21
0.1,0.0,1229.1760800000002,220.7518,0.0206,5,FULL,r111_21
0.0,0.05,1117.4328,231.78939000000003,,0,FULL,r111_21
0.01,0.05,1128.607128,231.78939000000003,0.0715,6,FULL,r111_21
0.03,0.05,1150.955784,231.78939000000003,0.0351,42,FULL,r111_21
0.05,0.05,1173.30444,231.78939000000003,0.0252,106,FULL,r111_21
0.1,0.05,1229.1760800000002,231.78939000000003,0.0163,268,FULL,r111_21
0.0,0.0,1015.6179,219.7454,,0,FULL,r112_21
0.01,0.0,1025.774079,219.7454,,0,FULL,r112_21
0.03,0.0,1046.086437,219.7454,,0,FULL,r112_21
0.05,0.0,1066.398795,219.7454,,0,FULL,r112_21
0.1,0.0,1117.17969,219.7454,,0,FULL,r112_21
0.0,0.05,1015.6179,230.73266999999998,,0,FULL,r112_21
0.01,0.05,1025.774079,230.73266999999998,0.0461,5,FULL,r112_21
0.03,0.05,1046.086437,230.73266999999998,0.0438,19,FULL,r112_21
0.05,0.05,1066.398795,230.73266999999998,0.0243,59,FULL,r112_21
0.1,0.05,1117.17969,230.73266999999998,0.0133,188,FULL,r112_21
0.0,0.0,253.3431,653.4452,,0,FULL,r201C10
0.01,0.0,255.876531,653.4452,0.0,6,FULL,r201C10
0.03,0.0,260.943393,653.4452,0.0,6,FULL,r201C10
0.05,0.0,266.01025500000003,653.4452,0.0,9,FULL,r201C10
0.1,0.0,278.67741,653.4452,0.0,9,FULL,r201C10
0.0,0.05,253.3431,686.11746,0.0,6,FULL,r201C10
0.01,0.05,255.876531,686.11746,0.0,12,FULL,r201C10
0.03,0.05,260.943393,686.11746,0.0,12,FULL,r201C10
0.05,0.05,266.01025500000003,686.11746,0.0,15,FULL,r201C10
0.1,0.05,278.67741,686.11746,0.0,16,FULL,r201C10
0.0,0.0,1156.2035,922.3553,,0,FULL,r201_21
0.01,0.0,1167.765535,922.3553,,0,FULL,r201_21
0.03,0.0,1190.889605,922.3553,,0,FULL,r201_21
0.05,0.0,1214.0136750000001,922.3553,,0,FULL,r201_21
0.1,0.0,1271.8238500000002,922.3553,,0,FULL,r201_21
0.0,0.05,1156.2035,968.4730650000001,0.0417,1,FULL,r201_21
0.01,0.05,1167.765535,968.4730650000001,0.0417,5,FULL,r201_21
0.03,0.05,1190.889605,968.4730650000001,0.0041,21,FULL,r201_21
0.05,0.05,1214.0136750000001,968.4730650000001,0.0018,67,FULL,r201_21
0.1,0.05,1271.8238500000002,968.4730650000001,0.0012,97,FULL,r201_21
0.0,0.0,358.0048,820.8617,0.0167,10,FULL,r202C15
0.01,0.0,361.58484799999997,820.8617,0.005,32,FULL,r202C15
0.03,0.0,368.744944,820.8617,0.005,33,FULL,r202C15
0.05,0.0,375.90504,820.8617,0.0006,47,FULL,r202C15
0.1,0.0,393.80528000000004,820.8617,0.0003,58,FULL,r202C15
0.0,0.05,358.0048,861.9047850000001,0.0167,10,FULL,r202C15
0.01,0.05,361.58484799999997,861.9047850000001,0.005,33,FULL,r202C15
0.03,0.05,368.744944,861.9047850000001,0.005,34,FULL,r202C15
0.05,0.05,375.90504,861.9047850000001,0.0004,49,FULL,r202C15
0.1,0.05,393.80528000000004,861.9047850000001,0.0003,60,FULL,r202C15
0.0,0.0,128.7771,428.8114,0.0,10,FULL,r202C5
0.01,0.0,130.06487099999998,428.8114,0.0,10,FULL,r202C5
0.03,0.0,132.640413,428.8114,0.0,10,FULL,r202C5
0.05,0.0,135.215955,428.8114,0.0,10,FULL,r202C5
0.1,0.0,141.65481,428.8114,0.0,10,FULL,r202C5
0.0,0.05,128.7771,450.25197000000003,0.0,10,FULL,r202C5
0.01,0.05,130.06487099999998,450.25197000000003,0.0,10,FULL,r202C5
0.03,0.05,132.640413,450.25197000000003,0.0,10,FULL,r202C5
0.05,0.05,135.215955,450.25197000000003,0.0,10,FULL,r202C5
0.1,0.05,141.65481,450.25197000000003,0.0,10,FULL,r202C5
0.0,0.0,1064.5402,943.7338,,0,FULL,r202_21
0.01,0.0,1075.185602,943.7338,,0,FULL,r202_21
0.03,0.0,1096.476406,943.7338,,0,FULL,r202_21
0.05,0.0,1117.76721,943.7338,,0,FULL,r202_21
0.1,0.0,1170.99422,943.7338,0.0009,2,FULL,r202_21
0.0,0.05,1064.5402,990.92049,,0,FULL,r202_21
0.01,0.05,1075.185602,990.92049,0.0017,13,FULL,r202_21
0.03,0.05,1096.476406,990.92049,0.0015,57,FULL,r202_21
0.05,0.05,1117.76721,990.92049,0.0006,125,FULL,r202_21
0.1,0.05,1170.99422,990.92049,0.0003,230,FULL,r202_21
0.0,0.0,218.2135,689.0644,,0,FULL,r203C10
0.01,0.0,220.395635,689.0644,,0,FULL,r203C10
0.03,0.0,224.759905,689.0644,,0,FULL,r203C10
0.05,0.0,229.124175,689.0644,,0,FULL,r203C10
0.1,0.0,240.03485000000003,689.0644,0.0,10,FULL,r203C10
0.0,0.05,218.2135,723.51762,0.0,10,FULL,r203C10
0.01,0.05,220.395635,723.51762,0.0,10,FULL,r203C10
0.03,0.05,224.759905,723.51762,0.0,10,FULL,r203C10
0.05,0.05,229.124175,723.51762,0.0,10,FULL,r203C10
0.1,0.05,240.03485000000003,723.51762,0.0,20,FULL,r203C10
0.0,0.0,179.0559,533.9706,,0,FULL,r203C5
0.01,0.0,180.846459,533.9706,,0,FULL,r203C5
0.03,0.0,184.427577,533.9706,,0,FULL,r203C5
0.05,0.0,188.00869500000002,533.9706,,0,FULL,r203C5
0.1,0.0,196.96149000000003,533.9706,0.0,10,FULL,r203C5
0.0,0.05,179.0559,560.66913,,0,FULL,r203C5
0.01,0.05,180.846459,560.66913,,0,FULL,r203C5
0.03,0.05,184.427577,560.66913,,0,FULL,r203C5
0.05,0.05,188.00869500000002,560.66913,,0,FULL,r203C5
0.1,0.05,196.96149000000003,560.66913,0.0,10,FULL,r203C5
0.0,0.0,899.4828,932.9142,,0,FULL,r203_21
0.01,0.0,908.477628,932.9142,,0,FULL,r203_21
0.03,0.0,926.4672840000001,932.9142,,0,FULL,r203_21
0.05,0.0,944.45694,932.9142,,0,FULL,r203_21
0.1,0.0,989.4310800000001,932.9142,,0,FULL,r203_21
0.0,0.05,899.4828,979.5599100000001,,0,FULL,r203_21
0.01,0.05,908.477628,979.5599100000001,,0,FULL,r203_21
0.03,0.05,926.4672840000001,979.5599100000001,0.0059,1,FULL,r203_21
0.05,0.05,944.45694,979.5599100000001,0.0059,13,FULL,r203_21
0.1,0.05,989.4310800000001,979.5599100000001,0.0007,95,FULL,r203_21
0.0,0.0,720.1026,901.4138,,0,FULL,r204_21
0.01,0.0,727.303626,901.4138,,0,FULL,r204_21
0.03,0.0,741.705678,901.4138,,0,FULL,r204_21
0.05,0.0,756.1077300000001,901.4138,,0,FULL,r204_21
0.1,0.0,792.1128600000001,901.4138,,0,FULL,r204_21
0.0,0.05,720.1026,946.48449,,0,FULL,r204_21
0.01,0.05,727.303626,946.48449,,0,FULL,r204_21
0.03,0.05,741.705678,946.48449,,0,FULL,r204_21
0.05,0.05,756.1077300000001,946.48449,,0,FULL,r204_21
0.1,0.05,792.1128600000001,946.48449,0.0023,27,FULL,r204_21
0.0,0.0,995.3664,891.1031,,0,FULL,r205_21
0.01,0.0,1005.320064,891.1031,,0,FULL,r205_21
0.03,0.0,1025.227392,891.1031,,0,FULL,r205_21
0.05,0.0,1045.13472,891.1031,,0,FULL,r205_21
0.1,0.0,1094.9030400000001,891.1031,0.0117,2,FULL,r205_21
0.0,0.05,995.3664,935.658255,,0,FULL,r205_21
0.01,0.05,1005.320064,935.658255,,0,FULL,r205_21
0.03,0.05,1025.227392,935.658255,0.0068,21,FULL,r205_21
0.05,0.05,1045.13472,935.658255,0.0005,75,FULL,r205_21
0.1,0.05,1094.9030400000001,935.658255,0.0001,194,FULL,r205_21
0.0,0.0,928.397,883.2598,,0,FULL,r206_21
0.01,0.0,937.68097,883.2598,,0,FULL,r206_21
0.03,0.0,956.24891,883.2598,,0,FULL,r206_21
0.05,0.0,974.81685,883.2598,,0,FULL,r206_21
0.1,0.0,1021.2367000000002,883.2598,,0,FULL,r206_21
0.0,0.05,928.397,927.4227900000001,,0,FULL,r206_21
0.01,0.05,937.68097,927.4227900000001,0.0119,8,FULL,r206_21
0.03,0.05,956.24891,927.4227900000001,0.0002,20,FULL,r206_21
0.05,0.05,974.81685,927.4227900000001,0.0002,46,FULL,r206_21
0.1,0.05,1021.2367000000002,927.4227900000001,0.0002,157,FULL,r206_21
0.0,0.0,816.5645,839.0217,,0,FULL,r207_21
0.01,0.0,824.730145,839.0217,,0,FULL,r207_21
0.03,0.0,841.061435,839.0217,,0,FULL,r207_21
0.05,0.0,857.392725,839.0217,,0,FULL,r207_21
0.1,0.0,898.22095,839.0217,,0,FULL,r207_21
0.0,0.05,816.5645,880.972785,,0,FULL,r207_21
0.01,0.05,824.730145,880.972785,,0,FULL,r207_21
0.03,0.05,841.061435,880.972785,,0,FULL,r207_21
0.05,0.05,857.392725,880.972785,0.0014,19,FULL,r207_21
0.1,0.05,898.22095,880.972785,0.0004,105,FULL,r207_21
0.0,0.0,737.5285,906.4261,,0,FULL,r208_21
0.01,0.0,744.903785,906.4261,,0,FULL,r208_21
0.03,0.0,759.654355,906.4261,,0,FULL,r208_21
0.05,0.0,774.404925,906.4261,,0,FULL,r208_21
0.1,0.0,811.2813500000001,906.4261,,0,FULL,r208_21
0.0,0.05,737.5285,951.7474050000001,,0,FULL,r208_21
0.01,0.05,744.903785,951.7474050000001,0.0001,23,FULL,r208_21
0.03,0.05,759.654355,951.7474050000001,0.0001,76,FULL,r208_21
0.05,0.05,774.404925,951.7474050000001,0.0,120,FULL,r208_21
0.1,0.05,811.2813500000001,951.7474050000001,0.0,139,FULL,r208_21
0.0,0.0,313.2366,815.2747,,0,FULL,r209C15
0.01,0.0,316.368966,815.2747,,0,FULL,r209C15
0.03,0.0,322.63369800000004,815.2747,,0,FULL,r209C15
0.05,0.0,328.89843,815.2747,0.0,10,FULL,r209C15
0.1,0.0,344.56026,815.2747,0.0,10,FULL,r209C15
0.0,0.05,313.2366,856.038435,0.0,10,FULL,r209C15
0.01,0.05,316.368966,856.038435,0.0,20,FULL,r209C15
0.03,0.05,322.63369800000004,856.038435,0.0,30,FULL,r209C15
0.05,0.05,328.89843,856.038435,0.0,40,FULL,r209C15
0.1,0.05,344.56026,856.038435,0.0,40,FULL,r209C15
0.0,0.0,874.9097,859.3889,,0,FULL,r209_21
0.01,0.0,883.658797,859.3889,,0,FULL,r209_21
0.03,0.0,901.1569910000001,859.3889,,0,FULL,r209_21
0.05,0.0,918.6551850000001,859.3889,0.021,3,FULL,r209_21
0.1,0.0,962.4006700000001,859.3889,0.0004,14,FULL,r209_21
0.0,0.05,874.9097,902.3583450000001,,0,FULL,r209_21
0.01,0.05,883.658797,902.3583450000001,0.0015,17,FULL,r209_21
0.03,0.05,901.1569910000001,902.3583450000001,0.0003,68,FULL,r209_21
0.05,0.05,918.6551850000001,902.3583450000001,0.0003,144,FULL,r209_21
0.1,0.05,962.4006700000001,902.3583450000001,0.0001,293,FULL,r209_21
0.0,0.0,851.5517,917.3553,,0,FULL,r210_21
0.01,0.0,860.067217,917.3553,,0,FULL,r210_21
0.03,0.0,877.098251,917.3553,,0,FULL,r210_21
0.05,0.0,894.129285,917.3553,0.0032,4,FULL,r210_21
0.1,0.0,936.7068700000001,917.3553,0.0006,27,FULL,r210_21
0.0,0.05,851.5517,963.2230650000001,,0,FULL,r210_21
0.01,0.05,860.067217,963.2230650000001,,0,FULL,r210_21
0.03,0.05,877.098251,963.2230650000001,0.0042,39,FULL,r210_21
0.05,0.05,894.129285,963.2230650000001,0.0006,107,FULL,r210_21
0.1,0.05,936.7068700000001,963.2230650000001,0.0001,204,FULL,r210_21
0.0,0.0,767.256,761.1482,,0,FULL,r211_21
0.01,0.0,774.92856,761.1482,,0,FULL,r211_21
0.03,0.0,790.27368,761.1482,,0,FULL,r211_21
0.05,0.0,805.6188,761.1482,,0,FULL,r211_21
0.1,0.0,843.9816000000001,761.1482,,0,FULL,r211_21
0.0,0.05,767.256,799.20561,,0,FULL,r211_21
0.01,0.05,774.92856,799.20561,,0,FULL,r211_21
0.03,0.05,790.27368,799.20561,0.0251,7,FULL,r211_21
0.05,0.05,805.6188,799.20561,0.0072,16,FULL,r211_21
0.1,0.05,843.9816000000001,799.20561,0.0013,45,FULL,r211_21
0.0,0.0,1699.4761,233.3809,,0,FULL,rc101_21
0.01,0.0,1716.470861,233.3809,,0,FULL,rc101_21
0.03,0.0,1750.460383,233.3809,,0,FULL,rc101_21
0.05,0.0,1784.4499050000002,233.3809,,0,FULL,rc101_21
0.1,0.0,1869.4237100000003,233.3809,0.0679,2,FULL,rc101_21
0.0,0.05,1699.4761,245.049945,,0,FULL,rc101_21
0.01,0.05,1716.470861,245.049945,0.1048,3,FULL,rc101_21
0.03,0.05,1750.460383,245.049945,0.086,25,FULL,rc101_21
0.05,0.05,1784.4499050000002,245.049945,0.0607,53,FULL,rc101_21
0.1,0.05,1869.4237100000003,245.049945,0.038,194,FULL,rc101_21
0.0,0.0,423.5102,214.1655,0.1957,10,FULL,rc102C10
0.01,0.0,427.745302,214.1655,0.1957,10,FULL,rc102C10
0.03,0.0,436.215506,214.1655,0.1957,10,FULL,rc102C10
0.05,0.0,444.68571000000003,214.1655,0.1473,30,FULL,rc102C10
0.1,0.0,465.86122000000006,214.1655,0.1032,76,FULL,rc102C10
0.0,0.05,423.5102,224.87377500000002,0.1957,10,FULL,rc102C10
0.01,0.05,427.745302,224.87377500000002,0.1957,10,FULL,rc102C10
0.03,0.05,436.215506,224.87377500000002,0.1957,10,FULL,rc102C10
0.05,0.05,444.68571000000003,224.87377500000002,0.1473,30,FULL,rc102C10
0.1,0.05,465.86122000000006,224.87377500000002,0.1032,76,FULL,rc102C10
0.0,0.0,1551.5393,230.4342,,0,FULL,rc102_21
0.01,0.0,1567.0546929999998,230.4342,,0,FULL,rc102_21
0.03,0.0,1598.0854789999999,230.4342,,0,FULL,rc102_21
0.05,0.0,1629.1162649999999,230.4342,,0,FULL,rc102_21
0.1,0.0,1706.69323,230.4342,,0,FULL,rc102_21
0.0,0.05,1551.5393,241.95591000000002,,0,FULL,rc102_21
0.01,0.05,1567.0546929999998,241.95591000000002,0.1218,1,FULL,rc102_21
0.03,0.05,1598.0854789999999,241.95591000000002,0.0842,37,FULL,rc102_21
0.05,0.05,1629.1162649999999,241.95591000000002,0.0779,89,FULL,rc102_21
0.1,0.05,1706.69323,241.95591000000002,0.0415,299,FULL,rc102_21
0.0,0.0,397.6699,209.2938,,0,FULL,rc103C15
0.01,0.0,401.646599,209.2938,,0,FULL,rc103C15
0.03,0.0,409.599997,209.2938,0.0658,7,FULL,rc103C15
0.05,0.0,417.553395,209.2938,0.0562,25,FULL,rc103C15
0.1,0.0,437.43689,209.2938,0.0322,33,FULL,rc103C15
0.0,0.05,397.6699,219.75849000000002,0.0494,10,FULL,rc103C15
0.01,0.05,401.646599,219.75849000000002,0.0427,21,FULL,rc103C15
0.03,0.05,409.599997,219.75849000000002,0.0384,50,FULL,rc103C15
0.05,0.05,417.553395,219.75849000000002,0.0255,95,FULL,rc103C15
0.1,0.05,437.43689,219.75849000000002,0.0135,129,FULL,rc103C15
0.0,0.0,1359.4087,229.3275,,0,FULL,rc103_21
0.01,0.0,1373.002787,229.3275,,0,FULL,rc103_21
0.03,0.0,1400.190961,229.3275,,0,FULL,rc103_21
0.05,0.0,1427.379135,229.3275,,0,FULL,rc103_21
0.1,0.0,1495.34957,229.3275,,0,FULL,rc103_21
0.0,0.05,1359.4087,240.79387499999999,,0,FULL,rc103_21
0.01,0.05,1373.002787,240.79387499999999,,0,FULL,rc103_21
0.03,0.05,1400.190961,240.79387499999999,0.0822,9,FULL,rc103_21
0.05,0.05,1427.379135,240.79387499999999,0.0621,57,FULL,rc103_21
0.1,0.05,1495.34957,240.79387499999999,0.0351,218,FULL,rc103_21
0.0,0.0,1229.2248,226.2572,,0,FULL,rc104_21
0.01,0.0,1241.517048,226.2572,,0,FULL,rc104_21
0.03,0.0,1266.101544,226.2572,,0,FULL,rc104_21
0.05,0.0,1290.68604,226.2572,,0,FULL,rc104_21
0.1,0.0,1352.1472800000001,226.2572,,0,FULL,rc104_21
0.0,0.05,1229.2248,237.57006,,0,FULL,rc104_21
0.01,0.05,1241.517048,237.57006,,0,FULL,rc104_21
0.03,0.05,1266.101544,237.57006,0.0949,4,FULL,rc104_21
0.05,0.05,1290.68604,237.57006,0.0669,15,FULL,rc104_21
0.1,0.05,1352.1472800000001,237.57006,0.0359,106,FULL,rc104_21
0.0,0.0,241.2964,181.0422,0.0373,10,FULL,rc105C5
0.01,0.0,243.709364,181.0422,0.0112,20,FULL,rc105C5
0.03,0.0,248.535292,181.0422,0.0075,26,FULL,rc105C5
0.05,0.0,253.36122,181.0422,0.0075,26,FULL,rc105C5
0.1,0.0,265.42604,181.0422,0.0075,26,FULL,rc105C5
0.0,0.05,241.2964,190.09431,0.0373,10,FULL,rc105C5
0.01,0.05,243.709364,190.09431,0.0112,20,FULL,rc105C5
0.03,0.05,248.535292,190.09431,0.0075,26,FULL,rc105C5
0.05,0.05,253.36122,190.09431,0.0075,26,FULL,rc105C5
0.1,0.05,265.42604,190.09431,0.0075,26,FULL,rc105C5
0.0,0.0,1463.6343,223.0789,,0,FULL,rc105_21
0.01,0.0,1478.270643,223.0789,,0,FULL,rc105_21
0.03,0.0,1507.543329,223.0789,,0,FULL,rc105_21
0.05,0.0,1536.816015,223.0789,,0,FULL,rc105_21
0.1,0.0,1609.99773,223.0789,,0,FULL,rc105_21
0.0,0.05,1463.6343,234.23284500000003,0.1039,1,FULL,rc105_21
0.01,0.05,1478.270643,234.23284500000003,0.0783,10,FULL,rc105_21
0.03,0.05,1507.543329,234.23284500000003,0.0678,23,FULL,rc105_21
0.05,0.05,1536.816015,234.23284500000003,0.0455,65,FULL,rc105_21
0.1,0.05,1609.99773,234.23284500000003,0.0307,126,FULL,rc105_21
0.0,0.0,1423.8041,226.1042,,0,FULL,rc106_21
0.01,0.0,1438.0421410000001,226.1042,0.1011,2,FULL,rc106_21
0.03,0.0,1466.518223,226.1042,0.0736,6,FULL,rc106_21
0.05,0.0,1494.9943050000002,226.1042,0.072,10,FULL,rc106_21
0.1,0.0,1566.1845100000003,226.1042,0.0347,27,FULL,rc106_21
0.0,0.05,1423.8041,237.40941,,0,FULL,rc106_21
0.01,0.05,1438.0421410000001,237.40941,0.1011,2,FULL,rc106_21
0.03,0.05,1466.518223,237.40941,0.0736,16,FULL,rc106_21
0.05,0.05,1494.9943050000002,237.40941,0.0525,57,FULL,rc106_21
0.1,0.05,1566.1845100000003,237.40941,0.0341,192,FULL,rc106_21
0.0,0.0,1267.2562,225.5817,,0,FULL,rc107_21
0.01,0.0,1279.928762,225.5817,,0,FULL,rc107_21
0.03,0.0,1305.2738860000002,225.5817,,0,FULL,rc107_21
0.05,0.0,1330.6190100000001,225.5817,0.0398,1,FULL,rc107_21
0.1,0.0,1393.9818200000002,225.5817,0.0222,10,FULL,rc107_21
0.0,0.05,1267.2562,236.86078500000002,,0,FULL,rc107_21
0.01,0.05,1279.928762,236.86078500000002,0.06,2,FULL,rc107_21
0.03,0.05,1305.2738860000002,236.86078500000002,0.0394,46,FULL,rc107_21
0.05,0.05,1330.6190100000001,236.86078500000002,0.0281,144,FULL,rc107_21
0.1,0.05,1393.9818200000002,236.86078500000002,0.0128,285,FULL,rc107_21
0.0,0.0,345.9273,205.4908,,0,FULL,rc108C10
0.01,0.0,349.386573,205.4908,,0,FULL,rc108C10
0.03,0.0,356.305119,205.4908,,0,FULL,rc108C10
0.05,0.0,363.22366500000004,205.4908,,0,FULL,rc108C10
0.1,0.0,380.52003,205.4908,,0,FULL,rc108C10
0.0,0.05,345.9273,215.76534,0.1477,10,FULL,rc108C10
0.01,0.05,349.386573,215.76534,0.1462,20,FULL,rc108C10
0.03,0.05,356.305119,215.76534,0.1445,30,FULL,rc108C10
0.05,0.05,363.22366500000004,215.76534,0.1002,67,FULL,rc108C10
0.1,0.05,380.52003,215.76534,0.0672,92,FULL,rc108C10
0.0,0.0,378.3555,219.2006,,0,FULL,rc108C15
0.01,0.0,382.139055,219.2006,,0,FULL,rc108C15
0.03,0.0,389.706165,219.2006,,0,FULL,rc108C15
0.05,0.0,397.273275,219.2006,,0,FULL,rc108C15
0.1,0.0,416.19105,219.2006,0.0101,19,FULL,rc108C15
0.0,0.05,378.3555,230.16063000000003,,0,FULL,rc108C15
0.01,0.05,382.139055,230.16063000000003,,0,FULL,rc108C15
0.03,0.05,389.706165,230.16063000000003,0.0271,20,FULL,rc108C15
0.05,0.05,397.273275,230.16063000000003,0.0077,55,FULL,rc108C15
0.1,0.05,416.19105,230.16063000000003,0.0006,135,FULL,rc108C15
0.0,0.0,253.9307,216.3119,0.0929,10,FULL,rc108C5
0.01,0.0,256.470007,216.3119,0.0929,10,FULL,rc108C5
0.03,0.0,261.548621,216.3119,0.0911,20,FULL,rc108C5
0.05,0.0,266.627235,216.3119,0.0817,30,FULL,rc108C5
0.1,0.0,279.32377,216.3119,0.0817,30,FULL,rc108C5
0.0,0.05,253.9307,227.127495,0.0929,10,FULL,rc108C5
0.01,0.05,256.470007,227.127495,0.0929,10,FULL,rc108C5
0.03,0.05,261.548621,227.127495,0.0911,20,FULL,rc108C5
0.05,0.05,266.627235,227.127495,0.0817,30,FULL,rc108C5
0.1,0.05,279.32377,227.127495,0.0817,30,FULL,rc108C5
0.0,0.0,1182.6983,228.5417,,0,FULL,rc108_21
0.01,0.0,1194.525283,228.5417,,0,FULL,rc108_21
0.03,0.0,1218.179249,228.5417,,0,FULL,rc108_21
0.05,0.0,1241.833215,228.5417,0.0124,2,FULL,rc108_21
0.1,0.0,1300.9681300000002,228.5417,0.0111,3,FULL,rc108_21
0.0,0.05,1182.6983,239.968785,0.0555,1,FULL,rc108_21
0.01,0.05,1194.525283,239.968785,0.0396,7,FULL,rc108_21
0.03,0.05,1218.179249,239.968785,0.0236,50,FULL,rc108_21
0.05,0.05,1241.833215,239.968785,0.0124,129,FULL,rc108_21
0.1,0.05,1300.9681300000002,239.968785,0.0086,208,FULL,rc108_21
0.0,0.0,412.8614,806.0416,0.0,10,FULL,rc201C10
0.01,0.0,416.99001400000003,806.0416,0.0,10,FULL,rc201C10
0.03,0.0,425.247242,806.0416,0.0,10,FULL,rc201C10
0.05,0.0,433.50447,806.0416,0.0,10,FULL,rc201C10
0.1,0.0,454.14754000000005,806.0416,0.0,10,FULL,rc201C10
0.0,0.05,412.8614,846.3436800000001,0.0,10,FULL,rc201C10
0.01,0.05,416.99001400000003,846.3436800000001,0.0,10,FULL,rc201C10
0.03,0.05,425.247242,846.3436800000001,0.0,10,FULL,rc201C10
0.05,0.05,433.50447,846.3436800000001,0.0,10,FULL,rc201C10
0.1,0.05,454.14754000000005,846.3436800000001,0.0,10,FULL,rc201C10
0.0,0.0,1447.6807,905.864,,0,FULL,rc201_21
0.01,0.0,1462.157507,905.864,,0,FULL,rc201_21
0.03,0.0,1491.111121,905.864,,0,FULL,rc201_21
0.05,0.0,1520.064735,905.864,,0,FULL,rc201_21
0.1,0.0,1592.44877,905.864,,0,FULL,rc201_21
0.0,0.05,1447.6807,951.1572000000001,,0,FULL,rc201_21
0.01,0.05,1462.157507,951.1572000000001,,0,FULL,rc201_21
0.03,0.05,1491.111121,951.1572000000001,0.0032,30,FULL,rc201_21
0.05,0.05,1520.064735,951.1572000000001,0.0014,87,FULL,rc201_21
0.1,0.05,1592.44877,951.1572000000001,0.0007,152,FULL,rc201_21
0.0,0.0,394.3871,839.2022,0.0989,10,FULL,rc202C15
0.01,0.0,398.330971,839.2022,0.07,29,FULL,rc202C15
0.03,0.0,406.218713,839.2022,0.04,56,FULL,rc202C15
0.05,0.0,414.106455,839.2022,0.0236,73,FULL,rc202C15
0.1,0.0,433.82581,839.2022,0.0045,90,FULL,rc202C15
0.0,0.05,394.3871,881.1623099999999,0.0989,10,FULL,rc202C15
0.01,0.05,398.330971,881.1623099999999,0.07,29,FULL,rc202C15
0.03,0.05,406.218713,881.1623099999999,0.04,63,FULL,rc202C15
0.05,0.05,414.106455,881.1623099999999,0.0215,93,FULL,rc202C15
0.1,0.05,433.82581,881.1623099999999,0.0005,125,FULL,rc202C15
0.0,0.0,1243.3291,879.7107,,0,FULL,rc202_21
0.01,0.0,1255.762391,879.7107,,0,FULL,rc202_21
0.03,0.0,1280.6289729999999,879.7107,,0,FULL,rc202_21
0.05,0.0,1305.495555,879.7107,,0,FULL,rc202_21
0.1,0.0,1367.66201,879.7107,,0,FULL,rc202_21
0.0,0.05,1243.3291,923.696235,,0,FULL,rc202_21
0.01,0.05,1255.762391,923.696235,,0,FULL,rc202_21
0.03,0.05,1280.6289729999999,923.696235,,0,FULL,rc202_21
0.05,0.05,1305.495555,923.696235,,0,FULL,rc202_21
0.1,0.05,1367.66201,923.696235,0.0201,5,FULL,rc202_21
0.0,0.0,1085.4009,885.698,,0,FULL,rc203_21
